company_name;salary
OFT group;99600
Тринити;76400
Информзащита;99700
Philax;45600
iCore;147300
ХайТэк;58800
Angara;95300
Сател;32600
TerraLink;50000
Philax;87000
Ростелеком;111700
Тринити;93700
IBS;43900
Сигма;20200
Oracle;149000
Инлайн Груп;24100
Эвотор;96000
Эвотор;53200
Softline;119800
Angara;44800
Инлайн Груп;81100
Тринити;50400
Элтекс;68600
Инлайн Груп;130100
Oracle;98900
Тринити;27700
Эвотор;149500
Softline;103500
Atos;59700
Сател;109100
Форс;133700
Softline;70800
АйТеко;48800
Тринити;45400
Oracle;11400
Микрон;50600
ХайТэк;14200
Oracle;63500
Oracle;19700
Philax;80600
Эвотор;132900
Сател;15900
OCS Distribution;87400
Oracle;74600
OFT group;61900
Тринити;35000
TerraLink;17700
Элтекс;34300
Ситроникс;16700
Форс;90700
Softline;105500
Тринити;120200
ХайТэк;145000
Softline;30000
Форс;14600
Тринити;120100
Ростелеком;137700
Ситроникс;114700
OCS Distribution;86300
TerraLink;23900
Softline;57500
Hikvision;72400
Элтекс;42200
Форс;149400
Atos;108100
Форс;60900
Angara;34200
Информзащита;27400
ИнфоТеКС;82900
OFT group;36900
Hikvision;54800
Softline;20900
Hikvision;10500
ИнфоТеКС;42300
OFT group;33200
Ростелеком;39300
Сигма;51500
Ростелеком;15500
Oracle;20300
Микрон;28100
Ростелеком;119400
Softline;83300
TerraLink;35000
IBS;139100
Itransition;84500
Гринатом;149300
IBS;97900
Atos;137600
Лига Цифровой Экономики;65100
Аквариус;91100
iCore;37300
Аквариус;46000
Форс;54500
Форс;129200
Atos;141600
Эвотор;83100
АйТеко;69000
OCS Distribution;39900
Сател;128200
Микрон;149300
Тринити;110700
iCore;23400
Форс;100100
Микрон;55800
Atos;42000
OCS Distribution;70100
Ситроникс;140200
Лига Цифровой Экономики;12100
Лига Цифровой Экономики;70100
Сигма;82400
Oracle;126100
Softline;127600
Элтекс;68900
Itransition;55600
Philax;49600
IBS;143900
Форс;114400
Лига Цифровой Экономики;146800
ХайТэк;109500
Itransition;93400
Аквариус;10900
Oracle;137000
Информзащита;18600
Oracle;128700
Atos;24500
Инфосистемы Джет;128000
OFT group;52700
iCore;71500
OFT group;114100
Аквариус;52100
Информзащита;26300
IBS;73400
Ростелеком;88300
Форс;128800
IBS;12400
OCS Distribution;117600
Philax;125400
Ростелеком;142500
Softline;103100
Softline;142900
ИнфоТеКС;41700
Ситроникс;47500
Сигма;126100
Philax;20700
Инлайн Груп;86500
Инлайн Груп;144400
Ростелеком;15100
Инлайн Груп;95700
Сигма;133100
Softline;86900
Лига Цифровой Экономики;139700
Angara;31700
Гринатом;132900
ХайТэк;77300
Сател;144100
Atos;109600
TerraLink;100700
OFT group;57100
Эвотор;26000
Atos;132300
Softline;115700
Сател;76500
IBS;11800
Ситроникс;18900
iCore;98400
Инфосистемы Джет;114900
Форс;66200
Ситроникс;25100
Ростелеком;100700
АйТеко;25900
Инлайн Груп;116000
Инлайн Груп;118000
Инфосистемы Джет;89100
Инлайн Груп;71500
Сател;61600
OCS Distribution;38300
Itransition;142400
Информзащита;34000
Ситроникс;76400
Аквариус;38000
Инлайн Груп;113500
Softline;18400
Информзащита;40200
Инфосистемы Джет;66700
Сигма;128600
Softline;143300
Oracle;47100
OFT group;13200
ИнфоТеКС;112600
ИнфоТеКС;23400
IBS;52300
ХайТэк;18400
OFT group;67900
Информзащита;133300
Микрон;86300
Гринатом;110800
Angara;123800
Эвотор;69500
Аквариус;139300
TerraLink;79100
Ростелеком;26800
ИнфоТеКС;60600
TerraLink;88600
OFT group;13100
Oracle;32700
Angara;101700
OCS Distribution;143900
Форс;63400
OCS Distribution;143900
Philax;146700
Инлайн Груп;21800
Atos;97900
Тринити;114000
Тринити;125800
IBS;41500
Инлайн Груп;125600
Itransition;65800
Тринити;25900
ИнфоТеКС;114700
ИнфоТеКС;72400
Информзащита;135100
ИнфоТеКС;46200
Гринатом;56900
OCS Distribution;136800
Сигма;122400
ХайТэк;46000
Эвотор;87700
TerraLink;30600
ХайТэк;114500
iCore;47700
Гринатом;82100
OCS Distribution;106600
Инфосистемы Джет;115300
TerraLink;134400
Atos;39000
TerraLink;33100
Инлайн Груп;71400
Ситроникс;43400
Тринити;145000
Инлайн Груп;107100
Softline;126200
Hikvision;134300
iCore;84400
Ростелеком;85500
Philax;104800
Элтекс;124800
Philax;101200
Элтекс;107900
Сател;92000
Ростелеком;74200
Philax;29400
Гринатом;65600
Инфосистемы Джет;82200
TerraLink;16800
Форс;116000
Инфосистемы Джет;24100
TerraLink;134100
Softline;63400
Itransition;120400
OCS Distribution;124200
Гринатом;62900
Hikvision;68500
Hikvision;44700
Сигма;16600
Philax;21500
Angara;32100
TerraLink;48000
Тринити;33000
Atos;16500
Itransition;94900
Сател;79200
TerraLink;51000
ИнфоТеКС;112100
Инлайн Груп;56000
Philax;50700
Сигма;117300
OFT group;24600
Philax;146200
Аквариус;36200
Лига Цифровой Экономики;94900
Oracle;128400
iCore;90000
ХайТэк;79800
Hikvision;24500
АйТеко;59900
Инлайн Груп;42700
Тринити;100300
iCore;132700
OCS Distribution;10400
Philax;68500
OFT group;107400
Аквариус;123500
Аквариус;53900
Philax;41900
Тринити;103000
IBS;109500
Ростелеком;115300
Инфосистемы Джет;96300
Atos;90800
Элтекс;59200
Angara;71000
Ростелеком;41600
Элтекс;133700
Микрон;48200
Ростелеком;24700
Oracle;149900
Тринити;140500
OFT group;12500
Форс;35100
Сигма;109600
Ростелеком;116700
Philax;59300
OCS Distribution;147300
Аквариус;57900
OCS Distribution;96200
Инлайн Груп;77400
Ситроникс;87300
Информзащита;17100
Информзащита;10500
Форс;74400
Гринатом;30100
АйТеко;55100
iCore;59900
Инлайн Груп;33500
Ростелеком;99100
Информзащита;133600
Информзащита;13500
Ростелеком;118900
Angara;98600
Oracle;64400
Softline;100200
ИнфоТеКС;113300
АйТеко;45300
Микрон;144700
Лига Цифровой Экономики;50200
Hikvision;103500
Лига Цифровой Экономики;76000
Atos;114100
TerraLink;15600
Информзащита;21900
Тринити;39000
Форс;36900
Сигма;109800
Микрон;59600
Аквариус;138800
Эвотор;140600
Элтекс;67500
Hikvision;39700
Сигма;55100
IBS;41800
IBS;107800
Аквариус;69000
Эвотор;49900
Ситроникс;13000
Philax;16800
OCS Distribution;48300
Микрон;57100
АйТеко;39400
IBS;13800
Atos;139600
Информзащита;104400
Itransition;123400
OFT group;20200
Itransition;97800
IBS;79300
Микрон;110900
Softline;59300
Эвотор;53300
Информзащита;71700
Тринити;124500
Softline;71800
Аквариус;92100
ХайТэк;33900
Лига Цифровой Экономики;57000
Лига Цифровой Экономики;92600
ХайТэк;49800
Инлайн Груп;16000
Тринити;51300
iCore;127600
iCore;46200
iCore;60700
Hikvision;23400
Philax;130100
OCS Distribution;91000
Angara;70700
Ситроникс;139400
Philax;101400
OCS Distribution;52000
Ситроникс;102300
Oracle;11600
Atos;45100
IBS;113600
Softline;121900
Тринити;135700
ИнфоТеКС;111200
Atos;11100
АйТеко;130700
ИнфоТеКС;97100
Инлайн Груп;63300
OCS Distribution;44700
Аквариус;57700
Гринатом;116900
Инлайн Груп;140700
TerraLink;36300
Atos;86700
Angara;46700
TerraLink;84500
Itransition;53200
Элтекс;93300
Тринити;31400
Angara;115000
Oracle;87500
Oracle;97200
Ситроникс;149900
OCS Distribution;144100
Тринити;41800
TerraLink;121000
Тринити;26600
Лига Цифровой Экономики;102200
Форс;127100
Гринатом;142700
OCS Distribution;87500
Форс;77100
Элтекс;136700
Инлайн Груп;50600
IBS;136300
Hikvision;55400
OCS Distribution;139600
Сател;112000
Angara;143500
Сигма;118800
Philax;16200
Softline;13100
Гринатом;15600
Информзащита;89900
Atos;131700
iCore;127100
Atos;20800
TerraLink;28200
Oracle;140600
OFT group;32600
Philax;131600
Philax;56900
OFT group;63700
IBS;132000
Эвотор;110200
Информзащита;131900
Гринатом;126000
Информзащита;127700
Инфосистемы Джет;135500
Atos;26700
Softline;107400
АйТеко;103400
Тринити;34500
Форс;68500
Ситроникс;128400
Ростелеком;52600
Микрон;39600
Ростелеком;34400
Hikvision;48100
Ростелеком;111900
Atos;23000
Ростелеком;17900
Тринити;31500
Микрон;125000
Форс;106600
ИнфоТеКС;47000
Angara;23700
Гринатом;80700
Angara;146000
Itransition;43900
Itransition;34700
OCS Distribution;126100
Аквариус;144200
Atos;47200
Сател;91000
Информзащита;106500
Элтекс;69600
Микрон;87400
OCS Distribution;57200
Philax;75300
Atos;144100
Softline;126000
Atos;95600
Гринатом;59200
Эвотор;120300
Инлайн Груп;141900
Тринити;14200
Philax;91100
Ростелеком;15700
OFT group;106700
Hikvision;130200
Hikvision;44000
Микрон;144000
Ситроникс;10000
Аквариус;48600
Инфосистемы Джет;77600
Инлайн Груп;41100
Atos;62800
Сигма;107200
Oracle;95700
Сател;117900
Сигма;42000
OFT group;79600
Ростелеком;144400
Atos;137200
OFT group;129100
TerraLink;10400
Ситроникс;123100
Лига Цифровой Экономики;130700
Аквариус;109500
Тринити;144300
Инфосистемы Джет;88600
Сигма;128800
Сигма;96500
Oracle;122400
Гринатом;41100
Элтекс;145700
Микрон;95800
Аквариус;145200
Philax;24000
Ростелеком;60700
Инфосистемы Джет;48700
Форс;45000
Инфосистемы Джет;139500
Ситроникс;96100
Softline;101700
Сател;15400
АйТеко;130500
Аквариус;91300
OFT group;35700
Philax;16700
Лига Цифровой Экономики;141900
IBS;53900
Аквариус;31200
Микрон;51800
Oracle;82400
TerraLink;133700
Ситроникс;89200
Ростелеком;138400
TerraLink;131200
Гринатом;14400
Angara;104300
Oracle;63400
Angara;20200
Тринити;124300
